% 25176
% tac	manuf	model	aka
33205311	Sagem	MC920	
33205320	Sagem	MC920	
33205322	Sagem	MC920	
33205335	Sagem	MC920	
33205342	Sagem	MC920	
33205372	Sagem	MC920	
33205382	Sagem	MC920	
33205395	Sagem	MC920	
33205400	Sagem	M41S-B	
33205411	Sagem	MC920	
33205420	Sagem	MC920	
33205422	Sagem	MC920	
33205435	Sagem	MC920	
33205442	Sagem	MC920	
33205472	Sagem	MC920	
33205482	Sagem	MC920	
33205495	Sagem	MC920	
33205533	Wavecom	Fastrack	
33205600	Sagem	DMC 830	M314-B0
33205600	Sagem	M314-B0	MC858
33205611	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33205620	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33205622	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33205635	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33205642	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33205672	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33205682	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33205695	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33205700	Sagem	M314	M314-B5,M314-P5,MC818,MC823
33205722	Sagem	M314	M314-B5,M314-P5,MC818,MC823
33205735	Sagem	M314	M314-B5,M314-P5,MC818,MC823
33205772	Sagem	M314	M314-B5,M314-P5,MC818,MC823
33205782	Sagem	M314	M314-B5,M314-P5,MC818,MC823
33205800	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33205835	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33205900	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33205935	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33205982	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33205995	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33206000	Sagem	M314	M314-B5,M314-P5,MC818,MC823
33206082	Sagem	M314	M314-B5,M314-P5,MC818,MC823
33206100	Sagem	M314-P9	MC849
33206200	Mitsubishi	Trium Aria	Aria
33206234	Mitsubishi	Trium Aria	Aria
33206235	Mitsubishi	Trium Aria	Aria
33206300	Alcatel	OT Easy db	BE1,OneTouch Easy db
33206353	Alcatel	OT Easy db	BE1,OneTouch Easy db
33206367	Alcatel	OT Easy db	BE1,OneTouch Easy db
33206370	Alcatel	OT Easy db	BE1,OneTouch Easy db
33206371	Alcatel	OT Easy db	BE1,OneTouch Easy db
33206400	Alcatel	OT Easy db	BE1,OneTouch Easy db
33206453	Alcatel	OT Easy db	BE1,OneTouch Easy db
33206467	Alcatel	OT Easy db	BE1,OneTouch Easy db
33206470	Alcatel	OT Easy db	BE1,OneTouch Easy db
33206471	Alcatel	OT Easy db	BE1,OneTouch Easy db
33206500	Sagem	MC 810	M312-B0,M314-B0
33206511	Sagem	MC 810	M312-B0,M314-B0
33206520	Sagem	MC 810	M312-B0,M314-B0
33206522	Sagem	MC 810	M312-B0,M314-B0
33206535	Sagem	MC 810	M312-B0,M314-B0
33206542	Sagem	MC 810	M312-B0,M314-B0
33206572	Sagem	MC 810	M312-B0,M314-B0
33206582	Sagem	MC 810	M312-B0,M314-B0
33206595	Sagem	MC 810	M312-B0,M314-B0
33206600	Sagem	M314	M314-B5,M314-P5,MC818,MC823
33206700	Sagem	MC 815	M312-B5
33206782	Sagem	MC 815	M312-B5
33206800	Sagem	MC 819	M314-B9,MC829
33206836	Sagem	MC 819	M314-B9,MC829
33206900	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33206911	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33206920	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33206922	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33206935	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33206942	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33206972	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33206982	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33206995	Sagem	MC 820	M312-B0,M312-BO,M314-B0,M314-B9,M314-P0,MC820,MCT 820
33207000	Sagem	M314	M314-B5,M314-P5,MC818,MC823
33207100	Sagem	MC 825	M312-B5,M314-B5,MC826,MC827,MC837,MC838
33207182	Sagem	MC 825	M312-B5,M314-B5,MC826,MC827,MC837,MC838
33207200	Sagem	MC 825	M312-B5,M314-B5,MC826,MC827,MC837,MC838
33207300	Sagem	MC 825	M312-B5,M314-B5,MC826,MC827,MC837,MC838
33207400	Sagem	MC 819	M314-B9,MC829
33207500	Sagem	MC 830	M312-B0,M314-B0
33207600	Sagem	MC 835	DMC835,DMC838,M312-B5,M312-P5,M314-B5,M314-P5,MC845,MC855,MC935 Essential
33207700	Sagem	MC 825	M312-B5,M314-B5,MC826,MC827,MC837,MC838
33207800	Sagem	MC 825	M312-B5,M314-B5,MC826,MC827,MC837,MC838
33207900	Sagem	MC 839	M314-B9,MC839
33207911	Sagem	MC 839	M314-B9,MC839
33207920	Sagem	MC 839	M314-B9,MC839
33207922	Sagem	MC 839	M314-B9,MC839
33207935	Sagem	MC 839	M314-B9,MC839
33207942	Sagem	MC 839	M314-B9,MC839
33207972	Sagem	MC 839	M314-B9,MC839
33207982	Sagem	MC 839	M314-B9,MC839
33207995	Sagem	MC 839	M314-B9,MC839
33208000	Sagem	MC 840	M312-P0,M314-B0,M314-P0,MC 840 M
33208100	Sagem	MC 835	DMC835,DMC838,M312-B5,M312-P5,M314-B5,M314-P5,MC845,MC855,MC935 Essential
33208200	Sagem	M314-P9	MC849
33208300	Sagem	MC 850	M312-P0,M314-B0,M314-P0
33208382	Sagem	MC 850	M312-P0,M314-B0,M314-P0
33208400	Sagem	MC 835	DMC835,DMC838,M312-B5,M312-P5,M314-B5,M314-P5,MC845,MC855,MC935 Essential
33208500	Sagem	M314-B0	MC858
33208600	Sagem	MC 859	M314-P9
33208682	Sagem	MC 859	M314-P9
33208700	Sagem	MC 840	M312-P0,M314-B0,M314-P0,MC 840 M
33208800	Sagem	DMC 830	M314-B0
33208822	Sagem	DMC 830	M314-B0
33208900	Sagem	MC 835	DMC835,DMC838,M312-B5,M312-P5,M314-B5,M314-P5,MC845,MC855,MC935 Essential
33209000	Sagem	MC 835	DMC835,DMC838,M312-B5,M312-P5,M314-B5,M314-P5,MC845,MC855,MC935 Essential
33209100	Sagem	DMC 839	M314-B9
33209122	Sagem	DMC 839	M314-B9
33209200	Mitsubishi	Trium Geo-@	TRIUM GEO - WAP
33209235	Mitsubishi	Trium Geo	Geo
33209335	Mitsubishi	Trium Astral	Astral
33209400	Mitsubishi	Trium Galaxy	Galaxy
33209435	Mitsubishi	Trium Galaxy	Galaxy
33209500	Sagem	MC 922	M412S-P,M413S-P,M41S-P,MC 922 S
33209600	Sagem	MC 942	M412S-P,M41S-P,MC 942 S
33209611	Sagem	MC 940	GPH42,MC940,MR940
33209620	Sagem	MC 940	GPH42,MC940,MR940
33209622	Sagem	MC 940	GPH42,MC940,MR940
33209635	Sagem	MC 940	GPH42,MC940,MR940
33209642	Sagem	MC 940	GPH42,MC940,MR940
33209672	Sagem	MC 940	GPH42,MC940,MR940
33209682	Sagem	MC 940	GPH42,MC940,MR940
33209695	Sagem	MC 940	GPH42,MC940,MR940
33209700	Alcatel	One Touch Club db	BE1,OT Club db
33209753	Alcatel	One Touch Club db	BE1,OT Club db
33209767	Alcatel	One Touch Club db	BE1,OT Club db
33209770	Alcatel	One Touch Club db	BE1,OT Club db
33209771	Alcatel	One Touch Club db	BE1,OT Club db
33209800	Alcatel	One Touch Club db	BE1,OT Club db
33209853	Alcatel	One Touch Club db	BE1,OT Club db
33209867	Alcatel	One Touch Club db	BE1,OT Club db
33209870	Alcatel	One Touch Club db	BE1,OT Club db
33209871	Alcatel	One Touch Club db	BE1,OT Club db
33210000	Sagem	M 8300	GSM2410,M312-P0
33210100	Sagem	MC 850	M312-P0,M314-B0,M314-P0
33210200	Sagem	MC 840	M312-P0,M314-B0,M314-P0,MC 840 M
33210211	Sagem	MC 840	M312-P0,M314-B0,M314-P0,MC 840 M
33210220	Sagem	MC 840	M312-P0,M314-B0,M314-P0,MC 840 M
33210222	Sagem	MC 840	M312-P0,M314-B0,M314-P0,MC 840 M
33210235	Sagem	MC 840	M312-P0,M314-B0,M314-P0,MC 840 M
33210242	Sagem	MC 840	M312-P0,M314-B0,M314-P0,MC 840 M
33210272	Sagem	MC 840	M312-P0,M314-B0,M314-P0,MC 840 M
33210282	Sagem	MC 840	M312-P0,M314-B0,M314-P0,MC 840 M
33210295	Sagem	MC 840	M312-P0,M314-B0,M314-P0,MC 840 M
33210300	Sagem	MC 840	M312-P0,M314-B0,M314-P0,MC 840 M
33210311	Sagem	MC 840	M312-P0,M314-B0,M314-P0,MC 840 M
33210320	Sagem	MC 840	M312-P0,M314-B0,M314-P0,MC 840 M
33210322	Sagem	MC 840	M312-P0,M314-B0,M314-P0,MC 840 M
33210335	Sagem	MC 840	M312-P0,M314-B0,M314-P0,MC 840 M
33210342	Sagem	MC 840	M312-P0,M314-B0,M314-P0,MC 840 M
33210372	Sagem	MC 840	M312-P0,M314-B0,M314-P0,MC 840 M
33210382	Sagem	MC 840	M312-P0,M314-B0,M314-P0,MC 840 M
33210395	Sagem	MC 840	M312-P0,M314-B0,M314-P0,MC 840 M
33210400	Sagem	M312B0-GR	
33210500	Sagem	M312B5-GR	
33210600	Sagem	M312P0-GR	
33210700	Sagem	M312P5-GR	
33210800	Mitsubishi	Trium Laser	
33210834	Mitsubishi	Luna	
33210835	Mitsubishi	Luna	
33210900	Mitsubishi	Trium Laser	
33210934	Mitsubishi	Laser	
33210935	Mitsubishi	Laser	
33211000	Alcatel	OT Gum db	BE1,OneTouch Gum db
33211100	Alcatel	OT Gum db	BE1,OneTouch Gum db
33211200	Alcatel	OT View db	BE3,One TouchView db,OneTouchView db
33211253	Alcatel	OT View db	BE3,One TouchView db,OneTouchView db
33211267	Alcatel	OT View db	BE3,One TouchView db,OneTouchView db
33211270	Alcatel	OT View db	BE3,One TouchView db,OneTouchView db
33211271	Alcatel	OT View db	BE3,One TouchView db,OneTouchView db
33211300	Alcatel	OT View db	BE3,One TouchView db,OneTouchView db
33211400	Alcatel	OT Max db	BE1,HD1,One Touch Max,OneTouch Max db
33211442	Alcatel	OT Max db	BE1,HD1,One Touch Max,OneTouch Max db
33211453	Alcatel	OT Max db	BE1,HD1,One Touch Max,OneTouch Max db
33211467	Alcatel	OT Max db	BE1,HD1,One Touch Max,OneTouch Max db
33211470	Alcatel	OT Max db	BE1,HD1,One Touch Max,OneTouch Max db
33211471	Alcatel	OT Max db	BE1,HD1,One Touch Max,OneTouch Max db
33211500	Alcatel	OT Max db	BE1,HD1,One Touch Max,OneTouch Max db
33211553	Alcatel	OT Max db	BE1,HD1,One Touch Max,OneTouch Max db
33211567	Alcatel	OT Max db	BE1,HD1,One Touch Max,OneTouch Max db
33211570	Alcatel	OT Max db	BE1,HD1,One Touch Max,OneTouch Max db
33211571	Alcatel	OT Max db	BE1,HD1,One Touch Max,OneTouch Max db
33211600	Sagem	MC 922	M412S-P,M413S-P,M41S-P,MC 922 S
33211700	Sagem	MC 942	M412S-P,M41S-P,MC 942 S
33211800	Sagem	M412-S-P	M 412 F-B,M 412 F-P,M 412 P-P,M 412 S-B,M412 S-P,M41F-P M412F-P,MC930,MC939
33211811	Sagem	MC920	
33211820	Sagem	MC920	
33211822	Sagem	MC920	
33211835	Sagem	MC920	
33211842	Sagem	MC920	
33211872	Sagem	MC920	
33211882	Sagem	MC920	
33211895	Sagem	MC920	
33211900	Sagem	M412-S-P	M 412 F-B,M 412 F-P,M 412 P-P,M 412 S-B,M412 S-P,M41F-P M412F-P,MC930,MC939
33211935	Sagem	M412-S-P	M 412 F-B,M 412 F-P,M 412 P-P,M 412 S-B,M412 S-P,M41F-P M412F-P,MC930,MC939
33211942	Sagem	M412-S-P	M 412 F-B,M 412 F-P,M 412 P-P,M 412 S-B,M412 S-P,M41F-P M412F-P,MC930,MC939
33211972	Sagem	M412-S-P	M 412 F-B,M 412 F-P,M 412 P-P,M 412 S-B,M412 S-P,M41F-P M412F-P,MC930,MC939
33211982	Sagem	M412-S-P	M 412 F-B,M 412 F-P,M 412 P-P,M 412 S-B,M412 S-P,M41F-P M412F-P,MC930,MC939
33211995	Sagem	M412-S-P	M 412 F-B,M 412 F-P,M 412 P-P,M 412 S-B,M412 S-P,M41F-P M412F-P,MC930,MC939
33212000	Sagem	M412-S-P	M 412 F-B,M 412 F-P,M 412 P-P,M 412 S-B,M412 S-P,M41F-P M412F-P,MC930,MC939
33212035	Sagem	M412-S-P	M 412 F-B,M 412 F-P,M 412 P-P,M 412 S-B,M412 S-P,M41F-P M412F-P,MC930,MC939
33212042	Sagem	M412-S-P	M 412 F-B,M 412 F-P,M 412 P-P,M 412 S-B,M412 S-P,M41F-P M412F-P,MC930,MC939
33212072	Sagem	M412-S-P	M 412 F-B,M 412 F-P,M 412 P-P,M 412 S-B,M412 S-P,M41F-P M412F-P,MC930,MC939
33212082	Sagem	M412-S-P	M 412 F-B,M 412 F-P,M 412 P-P,M 412 S-B,M412 S-P,M41F-P M412F-P,MC930,MC939
33212095	Sagem	M412-S-P	M 412 F-B,M 412 F-P,M 412 P-P,M 412 S-B,M412 S-P,M41F-P M412F-P,MC930,MC939
33212100	Sagem	M412-S-P	M 412 F-B,M 412 F-P,M 412 P-P,M 412 S-B,M412 S-P,M41F-P M412F-P,MC930,MC939
33212135	Sagem	M412-S-P	M 412 F-B,M 412 F-P,M 412 P-P,M 412 S-B,M412 S-P,M41F-P M412F-P,MC930,MC939
33212200	Sagem	M412-S-P	M 412 F-B,M 412 F-P,M 412 P-P,M 412 S-B,M412 S-P,M41F-P M412F-P,MC930,MC939
33212211	Sagem	MC920	
33212220	Sagem	MC920	
33212222	Sagem	MC920	
33212223	Sagem	M412-S-P	M 412 F-B,M 412 F-P,M 412 P-P,M 412 S-B,M412 S-P,M41F-P M412F-P,MC930,MC939
33212235	Sagem	MC920	
33212242	Sagem	MC920	
33212272	Sagem	MC920	
33212282	Sagem	MC920	
33212293	Sagem	M412-S-P	M 412 F-B,M 412 F-P,M 412 P-P,M 412 S-B,M412 S-P,M41F-P M412F-P,MC930,MC939
33212295	Sagem	MC920	
33212300	Sagem	MC 922	M412S-P,M413S-P,M41S-P,MC 922 S
33212342	Sagem	MC 922	M412S-P,M413S-P,M41S-P,MC 922 S
33212382	Sagem	MC 922	M412S-P,M413S-P,M41S-P,MC 922 S
33212400	Sagem	M413-S-P	M 413 P-P,M 413 S-B,M 413 S-P,MC932 E,MC932S
33212411	Sagem	MC 932	
33212420	Sagem	MC 932	
33212422	Sagem	MC 932	
33212435	Sagem	MC 932	
33212442	Sagem	MC 932	
33212472	Sagem	MC 932	
33212482	Sagem	MC 932	
33212495	Sagem	MC 932	
33212500	Sagem	M413-S-P	M 413 P-P,M 413 S-B,M 413 S-P,MC932 E,MC932S
33212535	Sagem	M413-S-P	M 413 P-P,M 413 S-B,M 413 S-P,MC932 E,MC932S
33212582	Sagem	M413-S-P	M 413 P-P,M 413 S-B,M 413 S-P,MC932 E,MC932S
33212600	Sagem	M413-S-P	M 413 P-P,M 413 S-B,M 413 S-P,MC932 E,MC932S
33212635	Sagem	M413-S-P	M 413 P-P,M 413 S-B,M 413 S-P,MC932 E,MC932S
33212700	Sagem	M413F-P	
33212800	Sagem	M413F-B	
33212900	Sagem	M413-S-P	M 413 P-P,M 413 S-B,M 413 S-P,MC932 E,MC932S
33212935	Sagem	M413-S-P	M 413 P-P,M 413 S-B,M 413 S-P,MC932 E,MC932S
33213000	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213036	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213040	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213053	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213067	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213070	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213071	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213100	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213136	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213140	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213153	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213167	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213170	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213171	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213200	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213236	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213240	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213253	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213267	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213270	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213271	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213300	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213400	Alcatel	OT Easy db	BE1,OneTouch Easy db
33213500	Alcatel	One Touch Club db	BE1,OT Club db
33213536	Alcatel	One Touch Club db	BE1,OT Club db
33213540	Alcatel	One Touch Club db	BE1,OT Club db
33213553	Alcatel	One Touch Club db	BE1,OT Club db
33213567	Alcatel	One Touch Club db	BE1,OT Club db
33213570	Alcatel	One Touch Club db	BE1,OT Club db
33213571	Alcatel	One Touch Club db	BE1,OT Club db
33213600	Alcatel	One Touch Club db	BE1,OT Club db
33213636	Alcatel	One Touch Club db	BE1,OT Club db
33213640	Alcatel	One Touch Club db	BE1,OT Club db
33213653	Alcatel	One Touch Club db	BE1,OT Club db
33213667	Alcatel	One Touch Club db	BE1,OT Club db
33213670	Alcatel	One Touch Club db	BE1,OT Club db
33213671	Alcatel	One Touch Club db	BE1,OT Club db
33213700	Alcatel	One Touch Club db	BE1,OT Club db
33213800	Alcatel	One Touch Club db	BE1,OT Club db
33213900	Alcatel	One Touch Club db	BE1,OT Club db
33214000	Alcatel	OT View db	BE3,One TouchView db,OneTouchView db
33214036	Alcatel	OT View db	BE3,One TouchView db,OneTouchView db
33214040	Alcatel	OT View db	BE3,One TouchView db,OneTouchView db
33214053	Alcatel	OT View db	BE3,One TouchView db,OneTouchView db
33214067	Alcatel	OT View db	BE3,One TouchView db,OneTouchView db
33214070	Alcatel	OT View db	BE3,One TouchView db,OneTouchView db
33214071	Alcatel	OT View db	BE3,One TouchView db,OneTouchView db
33214100	Alcatel	OT View db	BE3,One TouchView db,OneTouchView db
33214234	Mitsubishi	Trium Geo	Geo
33214235	Mitsubishi	Trium Geo	Geo
33214300	Mitsubishi	Trium Galaxy	Galaxy
33214334	Mitsubishi	Trium Galaxy	Galaxy
33214335	Mitsubishi	Trium Galaxy	Galaxy
33214400	Mitsubishi	Trium Astral	Astral
33214434	Mitsubishi	Trium Astral	Astral
33214435	Mitsubishi	Trium Astral	Astral
33214534	Mitsubishi	Trium Geo	Geo
33214535	Mitsubishi	Trium Geo	Geo
33214834	Mitsubishi	Trium Astral	Astral
33214835	Mitsubishi	Trium Astral	Astral
33214934	Mitsubishi	Trium Astral	Astral
33214935	Mitsubishi	Trium Astral	Astral
33215200	Sagem	MC 936	M413PL-B,M413PL-P,M42PLB,MW 936E
33215235	Sagem	MC 936	M413PL-B,M413PL-P,M42PLB,MW 936E
33215242	Sagem	MC 936	M413PL-B,M413PL-P,M42PLB,MW 936E
33215272	Sagem	MC 936	M413PL-B,M413PL-P,M42PLB,MW 936E
33215282	Sagem	MC 936	M413PL-B,M413PL-P,M42PLB,MW 936E
33215295	Sagem	MC 936	M413PL-B,M413PL-P,M42PLB,MW 936E
33215300	Sagem	MC 936	M413PL-B,M413PL-P,M42PLB,MW 936E
33215335	Sagem	MC 936	M413PL-B,M413PL-P,M42PLB,MW 936E
33215342	Sagem	MC 936	M413PL-B,M413PL-P,M42PLB,MW 936E
33215372	Sagem	MC 936	M413PL-B,M413PL-P,M42PLB,MW 936E
33215382	Sagem	MC 936	M413PL-B,M413PL-P,M42PLB,MW 936E
33215434	Mitsubishi	Trium Aria	Aria
33215435	Mitsubishi	Trium Aria	Aria
33215500	Mitsubishi	Trium Cosmo	Cosmo,Trium Cosmo-@
33215534	Mitsubishi	Trium Cosmo	Cosmo,Trium Cosmo-@
33215535	Mitsubishi	Trium Cosmo	Cosmo,Trium Cosmo-@
33215634	Mitsubishi	Trium Cosmo	Cosmo,Trium Cosmo-@
33215635	Mitsubishi	Trium Cosmo	Cosmo,Trium Cosmo-@
33215700	Alcatel	OT-303	BE3,BE4,OT-302,One Touch 300,One Touch 302,One Touch 303,OneTouch 302,OneTouch 303
33215736	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33215740	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33215753	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33215767	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33215770	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33215771	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33215800	Alcatel	OT-303	BE3,BE4,OT-302,One Touch 300,One Touch 302,One Touch 303,OneTouch 302,OneTouch 303
33215836	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33215840	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33215853	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33215867	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33215870	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33215871	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33215900	Alcatel	OT-303	BE3,BE4,OT-302,One Touch 300,One Touch 302,One Touch 303,OneTouch 302,OneTouch 303
33215936	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33215940	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33215953	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33215967	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33215970	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33215971	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216000	Alcatel	OT-303	BE3,BE4,OT-302,One Touch 300,One Touch 302,One Touch 303,OneTouch 302,OneTouch 303
33216036	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216040	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216053	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216067	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216070	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216071	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216100	Alcatel	OT-303	BE3,BE4,OT-302,One Touch 300,One Touch 302,One Touch 303,OneTouch 302,OneTouch 303
33216136	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216140	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216153	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216167	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216170	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216171	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216200	Alcatel	OT-303	BE3,BE4,OT-302,One Touch 300,One Touch 302,One Touch 303,OneTouch 302,OneTouch 303
33216236	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216240	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216253	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216267	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216270	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216271	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216300	Alcatel	OT-303	BE3,BE4,OT-302,One Touch 300,One Touch 302,One Touch 303,OneTouch 302,OneTouch 303
33216336	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216340	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216353	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216367	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216370	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216371	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216400	Alcatel	OT-303	BE3,BE4,OT-302,One Touch 300,One Touch 302,One Touch 303,OneTouch 302,OneTouch 303
33216436	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216440	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216453	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216467	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216470	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216471	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216500	Alcatel	OT-303	BE3,BE4,OT-302,One Touch 300,One Touch 302,One Touch 303,OneTouch 302,OneTouch 303
33216536	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216540	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216553	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216567	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216570	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216571	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216600	Alcatel	OT-303	BE3,BE4,OT-302,One Touch 300,One Touch 302,One Touch 303,OneTouch 302,OneTouch 303
33216636	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216640	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216653	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216667	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216670	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216671	Alcatel	OT-304	OT 304,One Touch 304,OneTouch 304
33216700	Alcatel	OT-303	BE3,BE4,OT-302,One Touch 300,One Touch 302,One Touch 303,OneTouch 302,OneTouch 303
33216736	Alcatel	OT-303	BE3,BE4,OT-302,One Touch 300,One Touch 302,One Touch 303,OneTouch 302,OneTouch 303
33216740	Alcatel	OT-303	BE3,BE4,OT-302,One Touch 300,One Touch 302,One Touch 303,OneTouch 302,OneTouch 303
33216753	Alcatel	OT-303	BE3,BE4,OT-302,One Touch 300,One Touch 302,One Touch 303,OneTouch 302,OneTouch 303
33216767	Alcatel	OT-303	BE3,BE4,OT-302,One Touch 300,One Touch 302,One Touch 303,OneTouch 302,OneTouch 303
33216770	Alcatel	OT-303	BE3,BE4,OT-302,One Touch 300,One Touch 302,One Touch 303,OneTouch 302,OneTouch 303
